City,District,Price,Brand,Series,Model,Year,Fuel,Tranmission,Km,Chasis,Power,Engine,Drive,Color,From
Kayseri,Kocasinan,26500,Peugeot,207,1.4 HDi Trendy,2008,Dizel,Manuel,138000,Hatchback 5 kapı,70,1398,Forward,Şampanya,Dealer
Kayseri,Kocasinan,26900,Toyota,Corolla,1.6 Sol,2003,Benzin & LPG,Otomatik,238000,Sedan,76,1401,Forward,Gümüş Gri,Dealer
Kayseri,Kocasinan,30500,Toyota,Corolla,1.6 Sol,2003,Benzin & LPG,Otomatik,238000,Sedan,76,1401,Forward,Gümüş Gri,Dealer
İstanbul,Kartal,75000,Ford,Focus,1.6 Ti-VCT Trend X,2016,Benzin,Yarı Otomatik,34000,Hatchback 5 kapı,125,1596,Forward,Beyaz,Owner
İstanbul,Bayrampaşa,81000,Mercedes - Benz,S,S 500 500 L,2000,Benzin,Yarı Otomatik,258500,Sedan,301,4501,Back,Gümüş Gri,Owner
İstanbul,Bayrampaşa,81000,Mercedes - Benz,S,S 500 500 L,2000,Benzin,Yarı Otomatik,258500,Sedan,301,4501,Back,Gümüş Gri,Owner
Trabzon,Ortahisar,24000,Mercedes - Benz,190,190 E 2.0,1992,Benzin & LPG,Manuel,209000,Sedan,123,1997,Back,Siyah,Dealer
Trabzon,Ortahisar,33500,Volkswagen,Passat,1.8 T Comfortline,1997,Benzin & LPG,Otomatik,160000,Sedan,126,1601,Forward,Gümüş Gri,Dealer
Niğde,Merkez,32000,Audi,A3,A3 Hatchback 1.8 T Ambition,2000,Benzin & LPG,Manuel,235000,Hatchback 3 kapı,176,1801,Forward,Siyah,Owner
İstanbul,Ataşehir,39000,Toyota,Avensis,2.0 Executive Elegant,2004,Benzin,Otomatik,222000,Sedan,147,1998,Forward,Kırmızı,Dealer
Tekirdağ,Çerkezköy,60000,Seat,Leon,1.6 TDI CR Style,2013,Dizel,Manuel,124000,Hatchback 5 kapı,105,1598,Forward,Beyaz,Owner
İzmir,Gaziemir,305000,Mercedes - Benz,CLS,CLS 350 CDI Innovation Sport,2013,Dizel,Yarı Otomatik,66000,Coupe,265,2987,4WD,Beyaz,Dealer
İzmir,Gaziemir,305000,Mercedes - Benz,CLS,CLS 350 CDI Innovation Sport,2013,Dizel,Yarı Otomatik,66000,Coupe,265,2987,4WD,Beyaz,Dealer
İstanbul,Sultangazi,23750,BMW,3 Serisi,316i Standart,1994,Benzin & LPG,Manuel,395000,Sedan,76,1401,Back,Mavi,Dealer
Rize,Merkez,57000,Opel,Astra,1.3 CDTI Business,2013,Dizel,Manuel,99200,Sedan,95,1248,Forward,Beyaz,Owner
Konya,Ilgın,17300,Mazda,323,1.5 1.5i,1998,Benzin & LPG,Manuel,229000,Sedan,76,1401,Forward,Yeşil,Owner
İstanbul,Üsküdar,41000,Opel,Corsa,1.3 CDTI Essentia,2013,Dizel,Manuel,114000,Hatchback 5 kapı,51,1201,Forward,Beyaz,Dealer
Bursa,Nilüfer,199750,BMW,5 Serisi,525d xDrive Comfort,2012,Dizel,Yarı Otomatik,104000,Sedan,218,1995,4WD,Beyaz,Dealer
İstanbul,Beşiktaş,77500,Volvo,C70,2.5,2008,Benzin,Otomatik,106067,Cabrio,226,2501,Forward,Gri,Dealer
İstanbul,Beşiktaş,77500,Volvo,C70,2.5,2008,Benzin,Otomatik,106067,Cabrio,226,2501,Forward,Gri,Dealer
İstanbul,Maltepe,52750,Toyota,Corolla,1.4 D-4D Comfort Extra,2012,Dizel,Yarı Otomatik,155000,Sedan,76,1201,Forward,Gri,Dealer
Kayseri,Kocasinan,15450,Dacia,Solenza,1.4 Rapsodie,2004,Benzin & LPG,Manuel,179000,Sedan,75,1390,Forward,Beyaz,Dealer
Isparta,Merkez,117000,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2015,Benzin,Yarı Otomatik,40500,Sedan,122,1390,Forward,Gümüş Gri,Owner
Ordu,Altınordu,16750,Tofaş,Doğan,SLX,1997,Benzin & LPG,Manuel,22000,Sedan,76,1401,Back,Yeşil,Owner
Ankara,Yenimahalle,29000,Ford,Focus,1.6 Ghia,2001,Benzin & LPG,Manuel,215000,Sedan,76,1401,Forward,Bordo,Owner
İstanbul,Bağcılar,39750,Mercedes - Benz,C,C 220 d 220 d,1994,Dizel,Otomatik,151000,Sedan,76,2001,Back,Füme,Dealer
Ordu,Fatsa,34750,Nissan,Note,1.4 Tekna,2007,Benzin & LPG,Manuel,121000,Hatchback 5 kapı,88,1386,Forward,Kırmızı,Dealer
Ordu,Fatsa,34500,Nissan,Note,1.4 Tekna,2007,Benzin & LPG,Manuel,121000,Hatchback 5 kapı,88,1386,Forward,Kırmızı,Dealer
İzmir,Gaziemir,32000,Fiat,Linea,1.3 Multijet Actual,2012,Dizel,Manuel,153000,Sedan,76,1201,Forward,Beyaz,Dealer
Bursa,Yenişehir,17900,Renault,Laguna,2.0 RTI,1996,Benzin,Manuel,270000,Hatchback 5 kapı,139,1948,Forward,Bordo,Dealer
Bursa,Yenişehir,18750,Renault,Laguna,2.0 RTI,1996,Benzin,Manuel,270000,Hatchback 5 kapı,139,1948,Forward,Bordo,Dealer
Ankara,Keçiören,132000,Mercedes - Benz,C,C 180 AMG 7G-Tronic,2013,Benzin,Otomatik,65000,Sedan,126,1401,Back,Beyaz,Dealer
Ankara,Keçiören,15750,Renault,Twingo,1.2 Alize,1999,Benzin & LPG,Manuel,300000,Hatchback 3 kapı,51,1200,Forward,Lacivert,Owner
İstanbul,Küçükçekmece,32500,Dacia,Logan,1.5 dCi MCV Ambiance,2008,Dizel,Manuel,168000,Station Wagon,70,1461,Forward,Gri,Owner
İstanbul,Küçükçekmece,32500,Dacia,Logan,1.5 dCi MCV Ambiance,2008,Dizel,Manuel,168000,Station Wagon,70,1461,Forward,Gri,Owner
Denizli,Acıpayam,10500,Renault,R 9,1.4 Broadway,1991,Benzin & LPG,Manuel,294000,Sedan,51,1201,Forward,Beyaz,Dealer
Sivas,Merkez,15500,Toyota,Corolla,1.3 XE,1997,Benzin & LPG,Manuel,245000,Sedan,76,1201,Forward,Bordo,Owner
Adıyaman,Merkez,25750,Ford,Focus,1.6 Ambiente,2000,Benzin & LPG,Manuel,199646,Hatchback 5 kapı,100,1596,Forward,Bej,Owner
Eskişehir,Tepebaşı,395000,Porsche,Panamera,Panamera Diesel,2012,Dizel,Yarı Otomatik,100000,Hatchback 5 kapı,250,2967,Back,Beyaz,Dealer
Eskişehir,Tepebaşı,395000,Porsche,Panamera,Panamera Diesel,2012,Dizel,Yarı Otomatik,100000,Hatchback 5 kapı,250,2967,Back,Beyaz,Dealer
Eskişehir,Tepebaşı,395000,Porsche,Panamera,Panamera Diesel,2012,Dizel,Yarı Otomatik,100000,Hatchback 5 kapı,250,2967,Back,Beyaz,Dealer
İstanbul,Bağcılar,57900,Audi,A6,A6 Sedan,2005,Benzin,Yarı Otomatik,240000,Sedan,255,3123,4WD,Mavi,Dealer
İzmir,Bayraklı,33000,Peugeot,407,2.0 HDi Executive Premium,2005,Dizel,Manuel,160000,Station Wagon,126,1801,Back,Bej,Owner
İstanbul,Kadıköy,598170,Porsche,Panamera,Panamera Turbo,2011,Benzin,Yarı Otomatik,46876,Hatchback 5 kapı,500,4806,Back,Siyah,Dealer
Şanlıurfa,Haliliye,40900,Hyundai,Accent Blue,1.4 CVVT Mode Plus,2013,Benzin,Manuel,58000,Sedan,108,1396,Forward,Beyaz,Dealer
Rize,Fındıklı,3250,Renault,R 12,GTS,1983,Benzin,Manuel,110,Sedan,72,1397,Forward,Sarı,Dealer
İstanbul,Maltepe,14750,Kia,Picanto,1.1 EX,2005,Benzin,Manuel,185000,Hatchback 5 kapı,65,1086,Forward,Beyaz,Owner
Adana,Seyhan,46000,Mercedes - Benz,E,E 290 TD Elegance,1996,Dizel,Otomatik,185000,Sedan,126,2501,Forward,Füme,Dealer
Osmaniye,Merkez,38900,Chevrolet,Cruze,1.6 LS Plus,2011,Benzin & LPG,Manuel,119000,Sedan,101,1401,Forward,Siyah,Dealer
İstanbul,Beykoz,1587270,Bentley,Continental,GTC,2012,Benzin,Yarı Otomatik,9800,Cabrio,551,5501,4WD,Gri,Dealer
Bursa,Orhangazi,48500,Hyundai,iX20,1.4 CRDi Mode,2011,Dizel,Manuel,125000,Hatchback 5 kapı,76,1201,Forward,Gümüş Gri,Owner
Elazığ,Merkez,11999,Renault,R 21,1.7 GTS Manager,1992,Benzin & LPG,Manuel,303000,Sedan,76,1601,Forward,Gri,Owner
Konya,Ereğli,68500,Volvo,S60,2.5 R,2004,Benzin & LPG,Yarı Otomatik,260000,Sedan,300,2521,4WD,Gümüş Gri,Dealer
Konya,Ereğli,68500,Volvo,S60,2.5 R,2004,Benzin & LPG,Yarı Otomatik,260000,Sedan,300,2521,4WD,Gümüş Gri,Dealer
Konya,Karatay,45000,Mini,Cooper S,1.6,2003,Benzin,Manuel,176000,Hatchback 3 kapı,163,1598,Forward,Gri,Owner
Konya,Karatay,45000,Mini,Cooper S,1.6,2003,Benzin,Manuel,176000,Hatchback 3 kapı,163,1598,Forward,Gri,Owner
Konya,Karatay,45000,Mini,Cooper S,1.6,2003,Benzin,Manuel,176000,Hatchback 3 kapı,163,1598,Forward,Gri,Owner
Ankara,Keçiören,41500,Chrysler,PT Cruiser,2.0 Limited,2004,Benzin & LPG,Yarı Otomatik,216000,Hatchback 5 kapı,141,1995,Forward,Siyah,Owner
İstanbul,Bayrampaşa,75500,Seat,Leon,1.6 TDI CR Style,2015,Dizel,Yarı Otomatik,43500,Hatchback 5 kapı,101,1401,Forward,Beyaz,Owner
Ankara,Çankaya,32000,Chrysler,Concorde,3.5,1997,Benzin & LPG,Otomatik,251000,Sedan,201,3501,Forward,Beyaz,Owner
İzmir,Konak,87000,Mercedes - Benz,E,E 240 Avantgarde,2003,Benzin,Yarı Otomatik,203000,Sedan,177,2597,Back,Lacivert,Dealer
İzmir,Gaziemir,17950,Dacia,Logan,1.5 dCi Ambiance,2006,Dizel,Manuel,129000,Sedan,65,1461,Forward,Beyaz,Dealer
İzmir,Gaziemir,17950,Dacia,Logan,1.5 dCi Ambiance,2006,Dizel,Manuel,129000,Sedan,65,1461,Forward,Beyaz,Dealer
Isparta,Merkez,95000,BMW,5 Serisi,520,2009,Dizel,Otomatik,235000,Sedan,176,1801,Back,Siyah,Owner
Kayseri,Kocasinan,66500,Skoda,Octavia,1.6 TDI Ambiente,2012,Dizel,Yarı Otomatik,126000,Hatchback 5 kapı,101,1401,Forward,Gri,Dealer
Kayseri,Kocasinan,66500,Skoda,Octavia,1.6 TDI Ambiente,2012,Dizel,Yarı Otomatik,126000,Hatchback 5 kapı,101,1401,Forward,Gri,Dealer
Kayseri,Kocasinan,66000,Skoda,Octavia,1.6 TDI Ambiente,2012,Dizel,Yarı Otomatik,126000,Hatchback 5 kapı,101,1401,Forward,Gri,Dealer
Ankara,Etimesgut,62500,Volvo,S40,1.6 D,2011,Dizel,Manuel,87000,Sedan,115,1560,Forward,Gümüş Gri,Owner
Zonguldak,Ereğli,52500,BMW,5 Serisi,520i Standart,2001,Benzin & LPG,Yarı Otomatik,140000,Sedan,170,2171,Back,Siyah,Dealer
İstanbul,Bakırköy,67900,Skoda,Superb,1.6 TDI Elegance,2011,Dizel,Manuel,110000,Sedan,105,1598,Forward,Beyaz,Dealer
Van,İpekyolu,68500,Kia,Ceed,1.6 CRDi Concept Plus,2014,Dizel,Manuel,68752,Hatchback 5 kapı,101,1601,Forward,Beyaz,Dealer
Van,İpekyolu,67500,Kia,Ceed,1.6 CRDi Concept Plus,2014,Dizel,Manuel,79684,Hatchback 5 kapı,101,1601,Forward,Beyaz,Dealer
Van,İpekyolu,67500,Kia,Ceed,1.6 CRDi Concept Plus,2014,Dizel,Manuel,79684,Hatchback 5 kapı,101,1601,Forward,Beyaz,Dealer
Mersin,Yenişehir,636900,BMW,7 Serisi,750d xDrive Long Standart,2014,Dizel,Otomatik,36000,Sedan,151,2501,4WD,Siyah,Dealer
Çanakkale,Merkez,65000,Hyundai,i20 Active,1.0 T-GDI Elite,2016,Benzin,Manuel,26000,Hatchback 5 kapı,120,998,Forward,Gümüş Gri,Dealer
İstanbul,Bahçelievler,71750,Hyundai,i30,1.6 CRDi Elite,2014,Dizel,Otomatik,90000,Hatchback 5 kapı,128,1582,Forward,Beyaz,Dealer
Aydın,Efeler,37500,Peugeot,301,1.6 HDi Allure,2012,Dizel,Manuel,119000,Sedan,92,1560,Forward,Gümüş Gri,Dealer
Kocaeli,Kartepe,36900,Nissan,Micra,1.2 Passion,2009,Benzin,Otomatik,135242,Hatchback 5 kapı,80,1240,Forward,Mavi,Dealer
Ankara,Akyurt,102000,Jaguar,XF,3.0 D S Portfolio,2010,Dizel,Otomatik,142000,Sedan,275,2720,Back,Siyah,Dealer
Ankara,Altındağ,165900,Mercedes - Benz,S,S 350 350 L,2006,Benzin & LPG,Yarı Otomatik,260000,Sedan,272,3498,Back,Siyah,Dealer
Ordu,Altınordu,44750,Mercedes - Benz,E,E 200 Komp. Elegance,1998,Benzin & LPG,Manuel,224000,Sedan,176,1801,Back,Şampanya,Dealer
Kayseri,Melikgazi,58500,Volkswagen,Scirocco,1.4 TSi Sportline,2010,Benzin,Yarı Otomatik,150000,Coupe,160,1390,Forward,Siyah,Dealer
Kocaeli,İzmit,54900,Volkswagen,Golf,1.6 TDi Comfortline,2012,Dizel,Manuel,70000,Hatchback 5 kapı,105,1598,Forward,Beyaz,Dealer
Kocaeli,Gebze,84000,Mercedes - Benz,C,C 180 Komp. BlueEfficiency AMG,2011,Benzin,Yarı Otomatik,149000,Sedan,151,1401,Back,Beyaz,Dealer
Kırıkkale,Merkez,57750,Volkswagen,Passat,2.0 FSi Highline,2008,Benzin,Yarı Otomatik,128000,Sedan,126,1801,Forward,Gümüş Gri,Dealer
Antalya,Muratpaşa,27500,Opel,Astra,1.6 CDX,2000,Benzin & LPG,Manuel,204000,Hatchback 5 kapı,76,1401,Forward,Gri,Owner
Ankara,Çankaya,54950,Peugeot,301,1.6 HDi Allure,2015,Dizel,Manuel,59000,Sedan,92,1560,Forward,Beyaz,Dealer
Bursa,Nilüfer,37500,Honda,Jazz,1.4 ES,2005,Benzin & LPG,Manuel,223000,Hatchback 5 kapı,83,1339,Forward,Siyah,Owner
Bursa,Nilüfer,37500,Honda,Jazz,1.4 ES,2005,Benzin & LPG,Manuel,223000,Hatchback 5 kapı,83,1339,Forward,Siyah,Owner
İstanbul,Beylikdüzü,43500,Chevrolet,Cruze,1.6 Sport Plus,2013,Benzin & LPG,Otomatik,65000,Sedan,124,1598,Forward,Beyaz,Owner
Kahramanmaraş,Elbistan,37500,Volvo,S60,2.4 D,2002,Dizel,Manuel,353000,Sedan,126,2001,Forward,Lacivert,Owner
Kahramanmaraş,Elbistan,37000,Volvo,S60,2.4 D,2002,Dizel,Manuel,353000,Sedan,126,2001,Forward,Lacivert,Owner
Ankara,Çankaya,43750,Hyundai,i20,1.4 CRDi Jump,2014,Dizel,Manuel,110000,Hatchback 5 kapı,90,1396,Forward,Beyaz,Dealer
Antalya,Muratpaşa,37500,Skoda,Octavia,1.6 FSI Elegance,2007,Benzin,Manuel,201000,Hatchback 5 kapı,115,1598,Forward,Mavi,Dealer
Yozgat,Sorgun,77000,Skoda,Octavia,1.6 TDI Elegance CR,2013,Dizel,Yarı Otomatik,101000,Hatchback 5 kapı,105,1598,Forward,Gümüş Gri,Owner
Aydın,Nazilli,39500,Chevrolet,Cruze,1.6 LT,2012,Benzin & LPG,Otomatik,140000,Sedan,101,1401,Forward,Beyaz,Dealer
İstanbul,Sarıyer,68250,Toyota,Auris,1.4 D-4D Active,2013,Dizel,Yarı Otomatik,85000,Hatchback 5 kapı,90,1364,Forward,Gri,Owner
İstanbul,Esenyurt,53000,Opel,Astra,1.6 Cosmo,2010,Benzin & LPG,Otomatik,118600,Hatchback 5 kapı,101,1401,Forward,Füme,Owner
Ankara,Çankaya,165000,Audi,A6,A6 Sedan 3.0 TDI Quattro,2012,Dizel,Yarı Otomatik,176100,Sedan,245,2967,4WD,Gri,Dealer
İstanbul,Bahçelievler,652335,Porsche,718,Boxster,2017,Benzin,Yarı Otomatik,0,Cabrio,276,1801,Back,Beyaz,Dealer
İstanbul,Kartal,56200,Opel,Insignia,1.4 T Edition Elegance,2012,Benzin & LPG,Manuel,99000,Sedan,140,1364,Forward,Beyaz,Dealer
Balıkesir,Karesi,18000,Mercedes - Benz,190,190 D 2.0,1984,Dizel,Manuel,520000,Sedan,101,1801,Forward,Şampanya,Dealer
Ankara,Çankaya,36900,Volvo,S60,2.0 T,2001,Benzin & LPG,Otomatik,280100,Sedan,176,1801,Forward,Bordo,Owner
Ankara,Çankaya,45750,Volvo,S60,2.0 T,2001,Benzin & LPG,Otomatik,282000,Sedan,176,1801,Forward,Bordo,Owner
İstanbul,Bağcılar,48750,Renault,Symbol,1.5 dCi Joy,2016,Dizel,Manuel,43000,Sedan,90,1461,Forward,Beyaz,Dealer
İstanbul,Bağcılar,49750,Renault,Symbol,1.5 dCi Joy,2016,Dizel,Manuel,43000,Sedan,90,1461,Forward,Beyaz,Dealer
Bursa,Nilüfer,53000,Jaguar,S-Type,2.5,2003,Benzin & LPG,Otomatik,187496,Sedan,200,2497,Back,Gri,Dealer
Bursa,Nilüfer,53000,Jaguar,S-Type,2.5,2003,Benzin & LPG,Otomatik,187496,Sedan,200,2497,Back,Gri,Dealer
Konya,Karatay,11500,Tofaş,Şahin,S,1998,Benzin & LPG,Manuel,141000,Sedan,80,1581,Back,Beyaz,Dealer
Ankara,Çankaya,46000,Audi,S Serisi,S8 4.0 TFSI Quattro,2002,Benzin,Yarı Otomatik,250000,Sedan,360,4172,4WD,Lacivert,Owner
Konya,Karatay,84000,Opel,Astra,1.6 CDTI Sport,2016,Dizel,Yarı Otomatik,12000,Sedan,126,1401,Forward,Siyah,Dealer
Trabzon,Ortahisar,107000,BMW,5 Serisi,530 xDrive Standart,2008,Dizel,Yarı Otomatik,171000,Sedan,226,2501,4WD,Siyah,Owner
Trabzon,Ortahisar,105000,BMW,5 Serisi,530 xDrive Standart,2008,Dizel,Yarı Otomatik,171000,Sedan,226,2501,4WD,Siyah,Owner
İstanbul,Bağcılar,127500,Volkswagen,Golf,1.4 TSi Highline,2017,Benzin,Otomatik,2500,Hatchback 5 kapı,125,1395,Forward,Beyaz,Dealer
Ankara,Çankaya,165000,Mercedes - Benz,CL,55 AMG,2004,Benzin,Otomatik,81716,Coupe,476,5001,Back,Gümüş Gri,Dealer
Ankara,Çankaya,165000,Mercedes - Benz,CL,55 AMG,2004,Benzin,Otomatik,81716,Coupe,476,5001,Back,Gümüş Gri,Dealer
Eskişehir,Tepebaşı,141500,Mercedes - Benz,A,A 180 CDI BlueEfficiency AMG,2016,Dizel,Yarı Otomatik,11000,Hatchback 5 kapı,109,1461,Forward,Beyaz,Dealer
Osmaniye,Merkez,18750,Opel,Vectra,1.6 GL,1996,Benzin & LPG,Manuel,360000,Sedan,76,1401,Forward,Füme,Dealer
Muğla,Ortaca,16000,Tofaş,Doğan,SLX,1994,Benzin & LPG,Manuel,22000,Sedan,83,1581,Back,Lacivert,Dealer
İstanbul,Pendik,52500,Chevrolet,Cruze,1.6 WTCC Edition Plus,2012,Benzin & LPG,Otomatik,54000,Hatchback 5 kapı,126,1401,Forward,Siyah,Owner
Artvin,Hopa,36000,Peugeot,207,1.4 HDi Comfort,2009,Dizel,Manuel,114000,Hatchback 5 kapı,51,1201,Forward,Siyah,Owner
Kayseri,Kocasinan,29750,Ford,Fiesta,1.4 TDCi Comfort,2005,Dizel,Manuel,197500,Hatchback 5 kapı,68,1399,Forward,Beyaz,Owner
İzmir,Bayraklı,37500,Volvo,S40,1.6 D Premium,2008,Dizel,Manuel,390000,Sedan,109,1560,Forward,Siyah,Owner
Bilecik,Merkez,25000,Renault,Megane,1.6 RXT,2001,Benzin & LPG,Otomatik,245000,Sedan,107,1598,Forward,Kırmızı,Owner
İstanbul,Beyoğlu,91500,BMW,1 Serisi,116d ED EfficientDynamics,2013,Dizel,Manuel,93000,Hatchback 5 kapı,101,1401,Back,Siyah,Owner
Muğla,Fethiye,69500,Toyota,Corolla,1.4 D-4D Touch,2013,Dizel,Yarı Otomatik,115000,Sedan,76,1201,Forward,Beyaz,Owner
İstanbul,Avcılar,25000,Kia,Ceed,1.6 CRDi Motion SW,2010,Dizel,Manuel,450000,Station Wagon,115,1582,Forward,Gri,Owner
İstanbul,Avcılar,25000,Kia,Ceed,1.6 CRDi Motion SW,2010,Dizel,Manuel,450000,Station Wagon,115,1582,Forward,Gri,Owner
Kocaeli,Gebze,21500,Lada,Kalina,1.6,2009,Benzin & LPG,Manuel,145000,Sedan,80,1596,Forward,Füme,Owner
Kocaeli,Gebze,21500,Lada,Kalina,1.6,2009,Benzin & LPG,Manuel,145000,Sedan,80,1596,Forward,Füme,Owner
Elazığ,Merkez,115000,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014,Dizel,Yarı Otomatik,42000,Sedan,105,1598,Forward,Beyaz,Owner
Ankara,Çankaya,79900,Renault,Megane,1.5 dCi Joy,2016,Dizel,Manuel,25000,Sedan,90,1461,Forward,Beyaz,Dealer
İzmir,Karabağlar,49000,Mini,Cooper Clubman,1.6,2008,Benzin,Otomatik,107000,Station Wagon,126,1401,Forward,Kahverengi,Owner
Konya,Karatay,8250,Tofaş,Doğan,1.6,1992,Benzin & LPG,Manuel,20000,Sedan,51,1401,Back,Füme,Dealer
Konya,Selçuklu,48000,Opel,Zafira,1.9 CDTI Cosmo,2008,Dizel,Otomatik,154000,MPV,150,1910,Forward,Mavi,Dealer
Hatay,Antakya,59000,Mercedes - Benz,E,E 200 Komp. Avantgarde,2000,Benzin & LPG,Yarı Otomatik,304000,Sedan,186,1998,Back,Lacivert,Dealer
İstanbul,Beşiktaş,1836900,Ferrari,F Serisi,F12 Berlinetta ,2013,Benzin,Otomatik,7000,Coupe,601,6001,Back,Siyah,Dealer
Antalya,Manavgat,22000,Peugeot,306,1.4 XN,1998,Benzin & LPG,Manuel,229000,Sedan,75,1360,Forward,Yeşil,Dealer
Ankara,Çankaya,150000,BMW,3 Serisi,320i ED Sport Line,2015,Benzin,Yarı Otomatik,29000,Sedan,170,1598,Back,Gümüş Gri,Owner
Edirne,Keşan,18500,Dacia,Solenza,1.4 Rapsodie,2004,Benzin,Manuel,83000,Sedan,75,1390,Forward,Beyaz,Dealer
Edirne,Merkez,18500,Dacia,Solenza,1.4 Rapsodie,2004,Benzin,Manuel,83000,Sedan,75,1390,Forward,Beyaz,Dealer
Malatya,Yeşilyurt,64000,Volvo,S80,2.4 D5 VIP,2007,Dizel,Yarı Otomatik,276000,Sedan,185,2400,Forward,Füme,Owner
Malatya,Yeşilyurt,64000,Volvo,S80,2.4 D5 VIP,2007,Dizel,Yarı Otomatik,276000,Sedan,185,2400,Forward,Füme,Owner
İstanbul,Avcılar,53000,Ford,Mondeo,2.0 TDCi Trend,2012,Dizel,Yarı Otomatik,198000,Sedan,140,1997,Forward,Siyah,Owner
Bursa,Osmangazi,54500,BMW,3 Serisi,316i Premium,2008,Benzin & LPG,Manuel,280000,Sedan,122,1597,Back,Siyah,Dealer
İzmir,Tire,25750,Opel,Vectra,2.0 CDX,2001,Benzin & LPG,Otomatik,220000,Sedan,126,1801,Forward,Gümüş Gri,Dealer
İzmir,Tire,25900,Opel,Vectra,2.0 CDX,2001,Benzin & LPG,Otomatik,220000,Sedan,126,1801,Forward,Gümüş Gri,Dealer
Kocaeli,İzmit,53500,Toyota,Verso,1.6 Comfort Extra,2010,Benzin,Manuel,40200,MPV,126,1401,Forward,Beyaz,Owner
İstanbul,Kadıköy,167500,Chrysler,300 C,3.0 CRD,2012,Dizel,Yarı Otomatik,130000,Sedan,226,2501,Back,Füme,Dealer
İstanbul,Maltepe,85000,Jaguar,S-Type,3.0 Classic,2000,Benzin,Otomatik,62000,Sedan,238,2967,Back,Gri,Dealer
Kayseri,Kocasinan,24500,Fiat,Albea,1.3 Multijet SL,2004,Dizel,Manuel,246000,Sedan,51,1201,Forward,Bej,Dealer
Bingöl,Merkez,69500,Ford,Focus,1.6 TDCi Titanium X,2013,Dizel,Manuel,88000,Sedan,115,1560,Forward,Beyaz,Dealer
Bursa,Osmangazi,29250,Hyundai,Accent Era,1.5 CRDi Team,2010,Dizel,Manuel,180000,Sedan,110,1493,Forward,Beyaz,Dealer
İstanbul,Beşiktaş,2802450,Ferrari,488,GTB,2016,Benzin,Otomatik,2123,Coupe,669,3902,4WD,Kırmızı,Dealer
Ankara,Çankaya,34500,Ford,Focus,1.6 TDCi Ghia,2007,Dizel,Yarı Otomatik,224000,Hatchback 5 kapı,110,1560,Forward,Siyah,Owner
İstanbul,Bakırköy,730050,Maserati,GranTurismo,4.7 S,2013,Benzin,Otomatik,32000,Coupe,426,4501,Back,Füme,Dealer
İstanbul,Maltepe,61500,Volvo,S80,2.4 D5 Premium,2007,Dizel,Yarı Otomatik,287000,Sedan,185,2400,Forward,Füme,Dealer
İstanbul,Küçükçekmece,24000,Suzuki,Swift,1.3 MT 4x4,2006,Benzin & LPG,Manuel,232000,Hatchback 5 kapı,76,1201,4WD,Lacivert,Owner
İstanbul,Küçükçekmece,23900,Suzuki,Swift,1.3 MT 4x4,2006,Benzin & LPG,Manuel,232000,Hatchback 5 kapı,76,1201,4WD,Lacivert,Owner
Hatay,İskenderun,26900,Chrysler,300 M,3.5,1999,Benzin & LPG,Yarı Otomatik,344000,Sedan,254,3518,Forward,Füme,Dealer
İstanbul,Sarıyer,389860,Chevrolet,Camaro,RS,2016,Benzin,Otomatik,8522,Coupe,251,1801,Back,Kırmızı,Dealer
İstanbul,Sarıyer,393750,Chevrolet,Camaro,RS,2016,Benzin,Otomatik,8800,Coupe,251,1801,Back,Kırmızı,Dealer
Ankara,Altındağ,57250,Nissan,Pulsar,1.2 Visia,2016,Benzin,Manuel,27000,Hatchback 5 kapı,101,1200,Forward,Lacivert,Owner
Ankara,Altındağ,62000,Nissan,Pulsar,1.2 Visia,2016,Benzin,Manuel,27000,Hatchback 5 kapı,101,1200,Forward,Lacivert,Owner
Muğla,Bodrum,52000,Honda,Jazz,1.4 Fun,2011,Benzin,Otomatik,143000,Hatchback 5 kapı,76,1201,Forward,Beyaz,Owner
Muğla,Bodrum,52000,Honda,Jazz,1.4 Fun,2011,Benzin,Otomatik,143000,Hatchback 5 kapı,76,1201,Forward,Beyaz,Owner
İstanbul,Çekmeköy,41500,Opel,Corsa,1.4 Sport,2010,Benzin,Otomatik,83500,Hatchback 3 kapı,90,1364,Forward,Gri,Owner
İstanbul,Bahçelievler,40000,Ford,Taunus,2.0 GL,1972,Benzin & LPG,Manuel,0,Sedan,126,1801,Back,Turuncu,Owner
Kayseri,Kocasinan,18750,Hyundai,Accent,1.5 1.5i GL,2001,Benzin & LPG,Manuel,233000,Sedan,101,1401,Forward,Mavi,Dealer
İstanbul,Bahçelievler,59500,Honda,Civic,1.6 i-VTEC Elegance,2010,Benzin & LPG,Otomatik,130000,Sedan,125,1595,Forward,Füme,Owner
İstanbul,Bağcılar,158000,BMW,5 Serisi,520d M Sport,2011,Dizel,Yarı Otomatik,137000,Sedan,184,1995,Back,Beyaz,Dealer
İstanbul,Bağcılar,188750,Mercedes - Benz,C,C 200 d BlueTEC Exclusive,2015,Dizel,Yarı Otomatik,57000,Sedan,136,1598,Back,Gri,Dealer
İstanbul,Bağcılar,188750,Mercedes - Benz,C,C 200 d BlueTEC Exclusive,2015,Dizel,Yarı Otomatik,57000,Sedan,136,1598,Back,Gri,Dealer
İstanbul,Ataşehir,1176322.5,Bentley,Continental,GT,2013,Benzin,Otomatik,13000,Coupe,501,3501,4WD,Siyah,Dealer
